InvoiceNo,StockCode,AirlineDescription,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
547910,85186C,3 Star Hotel,4,28/3/2011 12:23,0.42,14159,United Kingdom
548191,85186C,3 Star Hotel,6,29/3/2011 15:20,0.83,,United Kingdom
548194,85186C,3 Star Hotel,1,29/3/2011 15:30,0.83,,United Kingdom
548666,85186C,3 Star Hotel,24,1/4/2011 14:58,0.42,13124,United Kingdom
548712,85186C,3 Star Hotel,4,3/4/2011 14:42,0.42,17050,United Kingdom
548744,85186C,3 Star Hotel,24,4/4/2011 12:07,0.42,17725,United Kingdom
548871,85186C,3 Star Hotel,24,4/4/2011 14:42,0.42,14410,United Kingdom
548893,85186C,3 Star Hotel,1,4/4/2011 15:54,0.83,,United Kingdom
548894,85186C,3 Star Hotel,2,4/4/2011 16:01,0.83,,United Kingdom
549023,85186C,3 Star Hotel,3,5/4/2011 16:27,0.83,,United Kingdom
549053,85186C,3 Star Hotel,24,6/4/2011 10:20,0.42,13863,United Kingdom
549155,85186C,3 Star Hotel,1,6/4/2011 17:08,0.83,,United Kingdom
549240,85186C,3 Star Hotel,1,7/4/2011 11:37,0.42,15910,United Kingdom
549295,85186C,3 Star Hotel,5,7/4/2011 19:49,0.83,,United Kingdom
549524,85186C,3 Star Hotel,2,8/4/2011 15:42,0.83,,United Kingdom
549570,85186C,3 Star Hotel,3,10/4/2011 15:19,0.42,17550,United Kingdom
549729,85186C,3 Star Hotel,3,11/4/2011 16:17,0.42,13634,United Kingdom
550189,85186C,3 Star Hotel,6,14/4/2011 19:15,0.42,13230,United Kingdom
546136,85186A,3 Star Hotel,2,9/3/2011 16:32,0.83,,United Kingdom
546182,85186A,3 Star Hotel,24,10/3/2011 10:53,0.42,14334,United Kingdom
546223,85186A,3 Star Hotel,24,10/3/2011 12:22,0.42,14854,United Kingdom
546275,85186A,3 Star Hotel,24,10/3/2011 15:06,0.42,13126,United Kingdom
546306,85186A,3 Star Hotel,1,10/3/2011 16:16,0.83,,United Kingdom
546406,85186A,3 Star Hotel,4,11/3/2011 16:21,0.83,,United Kingdom
546423,85186A,3 Star Hotel,4,13/3/2011 12:39,0.42,14502,United Kingdom
546426,85186A,3 Star Hotel,4,13/3/2011 13:46,0.42,13708,United Kingdom
546742,85186A,3 Star Hotel,24,16/3/2011 12:26,0.42,12849,United Kingdom
546774,85186A,3 Star Hotel,4,16/3/2011 15:45,0.42,14505,United Kingdom
546884,85186A,3 Star Hotel,1,17/3/2011 18:08,0.83,,United Kingdom
546896,85186A,3 Star Hotel,2,17/3/2011 18:24,0.83,,United Kingdom
546911,85186A,3 Star Hotel,24,17/3/2011 19:47,0.42,17725,United Kingdom
546986,85186A,3 Star Hotel,24,18/3/2011 12:56,0.42,14194,United Kingdom
547042,85186A,3 Star Hotel,1,20/3/2011 11:00,0.83,,United Kingdom
547063,85186A,3 Star Hotel,7,20/3/2011 13:33,0.42,14769,United Kingdom
547248,85186A,3 Star Hotel,1,22/3/2011 9:23,0.83,,United Kingdom
547249,85186A,3 Star Hotel,2,22/3/2011 9:27,0.83,,United Kingdom
547250,85186A,3 Star Hotel,1,22/3/2011 9:30,0.83,,United Kingdom
547357,85186A,3 Star Hotel,24,22/3/2011 12:15,0.42,17613,United Kingdom
547386,85186A,3 Star Hotel,2,22/3/2011 15:52,0.83,,United Kingdom
547547,85186A,3 Star Hotel,1,23/3/2011 15:30,0.83,,United Kingdom
547695,85186A,3 Star Hotel,24,24/3/2011 15:15,0.42,18239,United Kingdom
547788,85186A,3 Star Hotel,2,25/3/2011 12:00,0.83,,United Kingdom
547830,85186A,3 Star Hotel,3,25/3/2011 15:50,0.83,,United Kingdom
547842,85186A,3 Star Hotel,24,27/3/2011 11:14,0.42,13875,United Kingdom
547850,85186A,3 Star Hotel,2,27/3/2011 12:06,0.42,14472,United Kingdom
547860,85186A,3 Star Hotel,5,27/3/2011 12:21,0.42,17625,United Kingdom
547864,85186A,3 Star Hotel,6,27/3/2011 13:10,0.42,15716,United Kingdom
547864,85186A,3 Star Hotel,5,27/3/2011 13:10,0.42,15716,United Kingdom
547887,85186A,3 Star Hotel,24,28/3/2011 9:30,0.42,16245,United Kingdom
547906,85186A,3 Star Hotel,3,28/3/2011 12:13,0.42,14410,United Kingdom
547910,85186A,3 Star Hotel,3,28/3/2011 12:23,0.42,14159,United Kingdom
547945,85186A,3 Star Hotel,24,28/3/2011 14:59,0.42,14851,United Kingdom
547964,85186A,3 Star Hotel,2,28/3/2011 15:45,0.83,,United Kingdom
547967,85186A,3 Star Hotel,2,28/3/2011 15:49,0.83,,United Kingdom
548191,85186A,3 Star Hotel,8,29/3/2011 15:20,0.83,,United Kingdom
548712,85186A,3 Star Hotel,4,3/4/2011 14:42,0.42,17050,United Kingdom
549130,85186A,3 Star Hotel,5,6/4/2011 15:02,0.42,14701,United Kingdom
549240,85186A,3 Star Hotel,3,7/4/2011 11:37,0.42,15910,United Kingdom
549294,85186A,3 Star Hotel,6,7/4/2011 19:27,0.42,13230,United Kingdom
549570,85186A,3 Star Hotel,3,10/4/2011 15:19,0.42,17550,United Kingdom
549729,85186A,3 Star Hotel,3,11/4/2011 16:17,0.42,13634,United Kingdom
549906,85186A,3 Star Hotel,2,12/4/2011 16:28,0.42,14998,United Kingdom
550189,85186A,3 Star Hotel,7,14/4/2011 19:15,0.42,13230,United Kingdom
546245,85185B,3 Star Hotel,-259,10/3/2011 13:26,0,,United Kingdom
547547,85183B,3 Star Hotel,1,23/3/2011 15:30,7.46,,United Kingdom
547654,85183B,3 Star Hotel,1,24/3/2011 12:32,3.75,14527,United Kingdom
547967,85183B,3 Star Hotel,1,28/3/2011 15:49,7.46,,United Kingdom
548666,85183B,3 Star Hotel,1,1/4/2011 14:58,3.75,13124,United Kingdom
573500,85183B,3 Star Hotel,3,31/10/2011 12:01,1.25,16931,United Kingdom
574043,85183B,3 Star Hotel,3,2/11/2011 13:13,1.25,16367,United Kingdom
574103,85183B,3 Star Hotel,12,3/11/2011 10:30,1.25,13636,United Kingdom
574476,85183B,3 Star Hotel,1,4/11/2011 12:20,1.25,17203,United Kingdom
574575,85183B,3 Star Hotel,4,4/11/2011 17:03,1.25,14971,United Kingdom
575512,85183B,3 Star Hotel,12,10/11/2011 10:36,1.25,14121,United Kingdom
575739,85183B,3 Star Hotel,1,11/11/2011 9:05,7.46,,United Kingdom
575936,85183B,3 Star Hotel,8,13/11/2011 11:21,1.25,17041,United Kingdom
575969,85183B,3 Star Hotel,4,13/11/2011 12:47,1.25,13571,United Kingdom
576075,85183B,3 Star Hotel,6,13/11/2011 16:16,1.25,15861,United Kingdom
576236,85183B,3 Star Hotel,2,14/11/2011 13:31,1.25,13755,United Kingdom
576252,85183B,3 Star Hotel,12,14/11/2011 13:55,1.25,14418,United Kingdom
576321,85183B,3 Star Hotel,2,14/11/2011 14:59,1.25,14953,United Kingdom
576364,85183B,3 Star Hotel,2,14/11/2011 17:40,1.25,15009,United Kingdom
576630,85183B,3 Star Hotel,12,16/11/2011 8:38,1.25,13816,Germany
576931,85183B,3 Star Hotel,12,17/11/2011 11:10,1.25,13028,United Kingdom
577742,85183B,3 Star Hotel,4,21/11/2011 13:41,1.25,13755,United Kingdom
578508,85183B,3 Star Hotel,1,24/11/2011 13:06,1.25,16892,United Kingdom
578781,85183B,3 Star Hotel,1,25/11/2011 11:54,1.25,15872,United Kingdom
578947,85183B,3 Star Hotel,4,27/11/2011 13:49,1.25,14547,United Kingdom
579091,85183B,3 Star Hotel,12,28/11/2011 10:49,1.25,14893,United Kingdom
579536,85183B,3 Star Hotel,12,30/11/2011 9:53,1.25,12957,United Kingdom
579555,85183B,3 Star Hotel,1,30/11/2011 11:08,1.25,16241,United Kingdom
580528,85183B,3 Star Hotel,12,4/12/2011 15:28,1.25,14911,EIRE
C573755,85183A,3 Star Hotel,-1,1/11/2011 9:41,1.25,13028,United Kingdom
574043,85183A,3 Star Hotel,3,2/11/2011 13:13,1.25,16367,United Kingdom
574575,85183A,3 Star Hotel,5,4/11/2011 17:03,1.25,14971,United Kingdom
575512,85183A,3 Star Hotel,12,10/11/2011 10:36,1.25,14121,United Kingdom
575936,85183A,3 Star Hotel,8,13/11/2011 11:21,1.25,17041,United Kingdom
575969,85183A,3 Star Hotel,4,13/11/2011 12:47,1.25,13571,United Kingdom
576075,85183A,3 Star Hotel,6,13/11/2011 16:16,1.25,15861,United Kingdom
576364,85183A,3 Star Hotel,2,14/11/2011 17:40,1.25,15009,United Kingdom
576931,85183A,3 Star Hotel,12,17/11/2011 11:10,1.25,13028,United Kingdom
